species,group_ids,gene_identifiers
ath,LEF,At2g28890|PLL4|Poltergeist Like
ath,SRL,At2g28900|AtOEP16-1|Outer Plastid Envelope Protein
ath,TMP,At2g29090|CYP707A2|Cytochrome P450
ath,SRL|PIG,At2g29630|THIC|ThiaminC
ath,PRA,At2g29980|FAD3|Fatty Acid Desaturase
ath,STT|HRM,At2g30020|AP2C1
ath,PTH,At2g30110|AtUBA1|MOS5|Ubiquitin-Activating Enzyme
ath,EMB,At2g30200|EMB3147|Embryo Defective
ath,NUT,At2g30240|AtCHX13|Cation/H+ Exchanger
ath,GER|PIG|GRS|LEF|ARC|SRF|FLT,At2g30280|RDM4|DMS4|RNA-Directed DNA Methylation
ath,EMB|CUL,At2g30410|KIS|TFCA|Kiesel
ath,STT,At2g30432|TCL1|Trichomeless
ath,GRS|IST|ARC|SRF,At2g30490|C4H|REF3|CYP73A5|Cinnamate 4-Hydroxylase
ath,LIT,At2g30520|RPT2|Root Phototropism
ath,CPR,At2g30570|PsbW|Photosystem II Reaction Center
ath,PTH,At2g30770|CYP71A13|Cytochrome P450
ath,EMB,At2g30920|EMB3002|COQ3|Embryo Defective
ath,PIG|LEF,At2g30950|VAR2|FtsH2|Variegated
ath,EMB,At2g31060|EMB2785|Embryo Defective
ath,EMG,At2g31170|SYCO|FIONA|Syco Arath
ath,ROT|LIT,At2g31190|RUS2|Root UV-B Sensitive
ath,NUT,At2g31260|APG9|Autophagy Defective
ath,EMB,At2g31305|INH3|Inhibitor
ath,EMB,At2g31340|EMB1381|Embryo Defective
ath,LIT,At2g31380|STH|Salt Tolerance Homologue
ath,NLS|NUT|HRM,At2g31400|GUN1|Genomes Uncoupled
ath,EMB,At2g31530|EMB2289|SECY2|Embryo Defective
ath,GRS|FLT,At2g31650|ATX1|Arabidopsis Homologue of Trithorax
ath,HRM,At2g31660|SAD2|URM9|Super Sensitive to ABA and Drought
ath,PTH,At2g31865|PARG2|Poly(ADP-Ribose) Glycohydrolase
ath,CDR,At2g31870|TEJ|Sanskrit for 'Bright'
ath,SRF|CUL|NUT|CHS,At2g31970|RAD50|Radiation Sensitive
ath,EMB,At2g32590|EMB2795|Embryo Defective
ath,GER|GRS|ROT,At2g32700|LUH|Leunig Homolog
ath,CPR,At2g32940|AGO6|Argonaute
ath,SRL|GER|PIG|LIT,At2g32950|COP1|FUS1|EMB168|Constitutive Photomorphogenesis
ath,MGD,At2g33100|CSLD1|Cellulose Synthase Like
ath,SRL|HRM,At2g33150|PED1|KAT2|PKT3|Peroxisome Defective
ath,SRL|PIG,At2g33430|DAL1|Differentiation and Greening-Like
ath,CUL,At2g33460|RIC1|ROP-Interacting CRIB Motif-Containing Protein
ath,GRS|FLT,At2g33540|CPL3|C-Terminal Domain Phosphatase-Like
ath,PRA,At2g33770|PHO2|Phosphate
ath,EMB|PIG,At2g33800|EMB3113|Embryo Defective
ath,FSM,At2g33860|ETT|ARF3|Ettin
ath,SRL|NLS|ROT,At2g33880|STIP|HB-3|WOX9|Stimpy
ath,GAM,At2g34220|PDD12|MEE20|Pollen Development Defective
ath,NUT,At2g34470|UREG|PSKF109|Urease Accessory Protein
ath,PRA,"At2g34490|CYP710A2|Cytochrome P450, Family 710, Subfamily A, Polypeptide 2"
ath,SRL|PIG,At2g34640|PTAC12|HMR|Plastid Transcriptionally Active
ath,EMB|NLS|MSL|FSM,At2g34650|PID|ABR|Pinoid
ath,MCH,At2g34660|ABCC2|MRP2|EST4|ATP-Binding Cassette
ath,GAM,At2g34680|SETH1|AIR9
ath,SRL,At2g34690|ACD11|Accelerated Cell Death
ath,EMB|IST|TCM,At2g34780|EMB1611|UMB|MEE22|Embryo Defective
ath,GEM|EMG,At2g34790|EDA28|MEE23|Embryo Sac Development Arrest
ath,PTH,At2g35000|ATL9|ATL2g|Arabidopsis Toxicos en Levadura
ath,NUT,At2g35035|URED|Urease Accessory Protein
ath,GAM,At2g35070|PGD4|Pollen Germination Defective
ath,PRA,At2g35100|ARAD1|Arabinan Deficient
ath,MGD|RTH,At2g35210|RPA|AGD10|MEE28|Root and Pollen ARFGAP
ath,MSD,At2g35230|IKU1|Haiku
ath,FSM,At2g35350|PLL1|Poltergeist Like
ath,ROT|FLT|CHS,At2g35510|SRO1|Similar to RCD One
ath,MGD,At2g35630|GEM1|MOR1|Gemini Pollen
ath,EMG,At2g35650|CSLA7|Cellulose Synthase Like
ath,MSD,At2g35670|FIS2|FIE2|Fertilization Independent Seed
ath,LIT,At2g35720|OWL1|Orientation Under Very Low Fluences of Light
ath,WAT,At2g35930|PUB23|Plant U-Box
ath,LIT,At2g35940|BLH1|EDA29|BEL1-Like Homeodomain
ath,EMB,At2g36000|EMB3114|Embryo Defective
ath,LEF|TCM,At2g36120|DOT1|Defectively Organized Tributaries
ath,PRA,At2g36190|AtCWINV4|Cell Wall Invertase
ath,EMG|PIG,At2g36230|HISN3|APG10|Histidine Auxotroph
ath,HRM,At2g36270|ABI5|GIA1|ABA Insensitive
ath,PRA,At2g36390|SBE2.1|BE3|Starch Branching Enzyme
ath,CPR,At2g36490|DML1|ROS1|Demeter-Like
ath,TMP,At2g36530|LOS2|ENO2|Low Response to Osmotic Stress
ath,SRL|GRS|SEN,At2g36830|TIP1;1|GAMMA-TIP|Tonoplast Intrinsic Protein
ath,GEM|GRS,At2g36850|GSL8|Glucan Synthase-Like
ath,NLS,At2g36910|AtPGP1|ABCB1|P Glycoprotein
ath,PIG,At2g36990|SIGF|SIG6|SOLDAT8|RNA Polymerase Sigma-Subunit
ath,GRS|TCM,At2g37090|IRX9|Irregular Xylem
ath,ROT|LIT,At2g37250|ADK|AtPADK1|Adenosine Kinase
ath,PIG|SSC|STT,At2g37260|TTG2|DSL1|Transparent Testa Glabra
ath,MCH,At2g37330|ALS3|Aluminum Sensitive
ath,EMB,At2g37560|ORC2|Origin Recognition Complex
ath,LEF,At2g37630|AS1|MYB91|Asymmetric Leaves
ath,LIT,At2g37680|PAT3|FHY1|Phytochrome A Transduction
ath,CHS,At2g37860|LCD1|SOZ2|Lower Cell Density
ath,EMB,At2g37920|EMB1513|Embryo Defective
ath,LIT,At2g37970|SOUL-1
ath,EMB,At2g38020|VCL1|MAN|EMB258|VPS16|Vacuoleless
ath,PIG|GRS|ARC|FSM|SRF|FLT|SEN|LIT,At2g38050|DET2|DWF6|De-etiolated
ath,TCM|CUL,At2g38110|GPAT6|Glycerol-3-Phosphate Acyltransferase
ath,ROT|HRM,At2g38120|AUX1|WAV5|MAP1|Auxin Resistant
ath,ROT|IST|ARC,At2g38170|CAX1|Cation Exchanger
ath,ROT,At2g38230|PDX1.1|Pyridoxine Biosynthesis
ath,EMB,At2g38280|FAC1|Embryonic Factor
ath,STT|LIT,At2g38440|ITB1|SCAR2|DIS3|WAVE1|Irregular Trichome Branch
ath,PRA,At2g38460|IREG1|FPN1|Iron Regulated
ath,CHS,At2g38470|WRKY33|WRKY DNA-Binding Protein
ath,GER|FLT,At2g38560|TFIIS|Transcript Elongation Factor IIS
ath,EMB,At2g38670|PECT1|CTP:Phosphorylethanolamine Cytidylyltransferase
ath,HRM|CHS,At2g38750|AnnAt4|Annexin
ath,EMB,At2g38770|EMB2765|AQUARIUS|Embryo Defective
ath,EMB,At2g39080|EMB2799|Embryo Defective
ath,PIG,At2g39140|PDE328|SVR1|Pigment Defective Embryo
ath,PIG,At2g39290|PGP1|PGPS1|Phosphatidylglycerolphosphate Synthase
ath,NUT,At2g39450|MTP11
ath,CPR,At2g39470|PPL2|PsbP-Like Protein
ath,HRM,At2g39550|AtGGT1B|PGGT-I|GGB|Geranylgeranyltransferase
ath,PTH,At2g39660|BIK1|Botrytis-Induced Kinase
ath,EMB|LIT|CHS,At2g39770|CYT1|EMB101|VTC1|Cytokinesis Defective
ath,CHS,At2g39800|P5CS1|Delta1-Pyrroline-5-Carboxylate Synthase
ath,FLT,At2g39810|HOS1|High Response to Osmotic Stress
ath,PRA,At2g39930|ISA1|Isoamylase
ath,SRF|MEC|HRM,At2g39940|COI1|Coronatine Insensitive
ath,GAM,At2g39990|AteIF3f|EIF2|Eukaryotic Translation Initiation Factor
ath,NLS|LEF|CDR|LIT,At2g40080|ELF4|Early Flowering
ath,HRM|PTH,At2g40140|SZF2|CZF1|ZFAR1|Salt-Inducible Zinc Finger
ath,FSM|SSC,At2g40170|GEA6|EM6|Late Embryogenesis Abundant
ath,STT|HRM,At2g40180|PP2C5|Phosphatase
ath,GRS|MSL|SRF|TCM,At2g40190|LEW3|Leaf Wilting
ath,HRM,At2g40220|ABI4|GIN6|ISI3|SAN5|SUN6|SIS5|ABA Insensitive
ath,LEF,At2g40550|ETG1|E2F Target Gene
ath,GRS,At2g40840|DPE2|Disproportionating Enzyme
ath,SRF,At2g40850|AtPI4KG1|Arabidopsis Phosphoinositide 4-Kinase
ath,GRS|TCM,At2g40890|REF8|CYP98A3|Reduced Epidermal Fluorescence
ath,PIG,At2g40930|PDE323|UBP5|Pigment Defective Embryo
ath,CHS,At2g40950|BZIP17
ath,TMP,At2g40970|MYBC1|MYB transcription factor
ath,MGD,At2g41110|CAM2|AtCAL5|Calmodulin
ath,ROT,At2g41310|ARR8|Arabidopsis Response Regulator
ath,EMG,At2g41350|EMB2819|Embryo Defective
ath,IST|ARC|FSM,At2g41370|BOP2|Blade on Petiole
ath,GEM,At2g41500|EMB2776|PRP4|LIS|Embryo Defective
ath,FLT|HRM|CHS,At2g41540|GPDHc1
ath,MSL,At2g41560|ACA4|Autoinhibited Ca(2+)-ATPase
ath,WAT,At2g41660|MIZ1|Mizu-Kussei
ath,GER|GRS|ARC|FSM|SRF|FLT|TCM,At2g41670|SIN2|Short Integuments
ath,PIG|GRS|WAT|CHS,At2g41680|NTRC|NADPH-Dependent Thioredoxin Reductase
ath,EMB,At2g41720|EMB2654|Embryo Defective
ath,WAT,At2g41850|ADPG2|PGAZAT|Arabidopsis Dehiscence Zone Polygalacturonase
ath,STT,At2g41940|ZFP8|Zinc Finger Protein
ath,SRL|GER|PIG,At2g42160|BRIZ1|BRAP2 RING ZnUBP Domain-Containing Protein
ath,LEF,At2g42200|SPL9|Squamosa Promoter Binding Protein-Like
ath,STT|LIT,At2g42260|UVI4|UV-B-Insensitive
ath,OVP,At2g42380|bZIP34
ath,ROT,At2g42430|LBD16|ASL18|Lateral Organ Boundaries-Domain
ath,TCM|HRM,At2g42580|TTL3|VIT|Tetratricopetide-Repeat Thioredoxin-Like
ath,NLS|ARC|SEN|CHS,At2g42620|ORE9|MAX2|PPS|Oresara
ath,ARC|SRF,At2g42870|PAR1|HLH1|PHY Rapidly Regulated
ath,LIT,At2g43010|SRL2|PIF4|Short Hypocotyl in Red Light
ath,GAM,At2g43040|NPG1|No Pollen Germination
ath,EMG,At2g43090|AtLeuD3|Leucine
ath,WAT|CHS,At2g43350|ATGPX3|Glutathione Peroxidase
ath,EMB,At2g43360|BIO2|EMB49|Biotin Auxotroph
ath,SRF|LIT,At2g43400|ETFQO|Electron-Transfer Flavoprotein:Ubiquinone Oxidoreductase
ath,FLT,At2g43410|FPA|Late Flowering
ath,EMB,At2g43650|EMB2777|EMB2796|UTP3|Embryo Defective
ath,MSL|PTH,At2g43710|SSI2|FAB2|Suppressor of Salicylic Acid Insensitive
ath,TMP|NUT|HRM,At2g43790|AtMPK6|MAPK6|Map Kinase
ath,MCH|PTH,At2g43910|HOL1|Harmless to Ozone Layer
ath,FLT,At2g44170|NMT2|N-Myristoyltransferase
ath,EMB,At2g44190|EMB3116|EDE1|Embryo Defective
ath,PTH,At2g44490|PEN2|BGLU26
ath,GRS,At2g44745|WRKY12|WRKY DNA-Binding Protein
ath,FSM|SRF,At2g44810|DAD1|Defective in Anther Dehiscence
ath,PIG|ROT|LEF,At2g44950|HUB1|RDO4|ANG4|Histone Mono-Ubiquitination
ath,GRS|LEF|ARC,At2g44990|CCD7|MAX3|Carotenoid Cleavage Dioxygenase
ath,EMB,At2g45000|EMB2766|SEC31|Embryo Defective
ath,MSL|FSM,At2g45190|FIL|AFO|Filamentous Flower
ath,EMB,At2g45270|GCP1|Glycoprotease
ath,SRF|MPH|CHS,At2g45280|AtRAD51C|RAS Associated with Diabetes
ath,EMB,At2g45330|EMB1067|Embryo Defective
ath,CPR,At2g45350|CRR4|Chlororespiratory Reduction
ath,LEF|IST,At2g45400|BEN1|bri1-5 Enhanced
ath,ROT,At2g45420|LBD18|ASL20|Lateral Organ Boundaries-Domain
ath,NLS,At2g45430|AHL22|AT-Hook Motif Nuclear Localized Protein
ath,ROT|LEF,At2g45440|DHDPS2|Dihydrodipicolinate Synthase
ath,FLT,At2g45660|AGL20|SOC1|Agamous-Like
ath,EMB,At2g45690|SSE|PEX16|Shrunken Seed
ath,MSL,At2g45770|cpFtsY
ath,TMP,At2g45790|PMM|DGR1|Phosphomannomutase
ath,RTH,At2g45890|RHS11|Root Hair Specific
ath,LEF,At2g45970|LCR|CYP86A8|Lacerata
ath,MGD|GRS|ROT|LEF|FSM|SRF,At2g46020|BRM|CHA2|CHR2|Brahma
ath,PIG|ROT|LEF|ARC|FLT|SEN,At2g46240|AtBAG6|BCL-2-Associated Athanogene
ath,LIT,At2g46340|SPA1|Suppressor of phyA-105
ath,LIT|HRM,At2g46370|FIN219|JAR1|Far-Red Insensitive
ath,RTH,At2g46410|CPC|Caprice
ath,HRM,At2g46510|AtAIB|ABA-Inducible bHLH-Type Transcription Factor
ath,IST|TMP|LIT,At2g46590|DAG2|Dof Affecting Germination
ath,NUT,At2g46720|HIC|KCS13|High Carbon Dioxide
ath,FSM|TCM,At2g46770|ANAC043|NST1|Arabidopsis NAC Domain Containing Protein
ath,LIT,At2g46790|APRR9|TL1|Arabidopsis Pseudo-Response Regulator
ath,NUT,At2g46800|MTP1|ZAT1|CDF1
ath,CDR,At2g46830|CCA1|Circadian Clock Associated
ath,FSM|TCM,At2g46920|POL|Poltergeist
ath,LIT,At2g46970|PIL1|Phytochrome Interacting Factor 3-Like
ath,CPR|MPH,At2g47000|AtPGP4|ABCB4|MDR4|P-Glycoprotein
ath,MGD|SRF,At2g47040|VGD1|Vanguard
ath,NUT,At2g47160|BOR1|Requires High Boron
ath,IST,At2g47240|LACS1|CER8|Long-Chain Acyl-CoA Synthase
ath,GAM,At2g47430|CKI1|Cytokinin Independent
ath,PIG|MSL,At2g47450|CAO|CPSRP43|Chaos
ath,PRA,At2g47460|MYB12|PFG1|MYB Domain Protein
ath,GEM|EMG,At2g47470|UNE5|TED18|PDI11|MEE30|Unfertilized Embryo Sac
ath,EMG,At2g47510|TGD16|FUM1|Pollen Tube Growth Defective
ath,EMG,At2g47620|AtSWI3A|Arabidopsis Ortholog of Switch
ath,MGD,At2g47750|KEN|GH3.9|Kerridwin
ath,PRA,At2g47760|ALG3|Asparagine-Linked Glycosylation
ath,EMB,At2g47940|EMB3117|Embryo Defective
ath,NHM|CUL,At2g47980|SCC3|Sister-Chromatid Cohesion Protein
ath,GAM|ROT,At2g47990|SWA1|EDA13|EDA19|Slow Walker
ath,GRS|PTH,At2g48070|RPH1|Resistance to Phytophthora
ath,SRL|PIG,At2g48120|PAC|Pale Cress
ath,GRS|IST|ARC,At3g01020|ISU2
ath,PRA,At3g01040|GAUT13|Galacturonosyltransferase
ath,PTH,At3g01080|WRKY58|WRKY DNA-Binding Protein
ath,NUT,At3g01090|AKIN10|Arabidopsis SNF1 Kinase Homolog\
ath,PRA,At3g01120|MTO1|CGS1|CYS1|Methionine Overaccumulation
ath,STT,At3g01140|NOK|MYB106|NOECK
ath,GER|HRM,At3g01220|AtHB20|Homeobox Protein
ath,EMB|PIG,At3g01370|AtCFM2|CRM Family Member
ath,CPR,At3g01440|PQL2|PsbQ-Like
ath,ARC|FLT,At3g01460|MBD9|Methyl-CpG Binding Domain
ath,PIG|GRS|LIT,At3g01480|CYP38|Cyclophilin
ath,PRA,At3g01510|LSF1|Like SEX4
ath,EMB,At3g01610|EMB1354|CD48C|Embryo Defective
ath,GAM,At3g01780|TPLATE
ath,FSM,At3g02000|ROXY1
ath,IST|ARC|OVP|SRF,At3g02130|RPK2|TOAD2|Receptor-Like Protein Kinase
ath,NUT|HRM|CHS,At3g02140|TMAC2|AFP4|Two or More ABRES-Containing Gene
ath,LIT,At3g02150|PTF1|TCP13|TFPD|psbD Transcription Factor
ath,ROT|LEF|IST|ARC|SRF,At3g02260|TIR3|DOC1|BIG|CRM1|UMB1|Transport Inhibitor Response
ath,EMB,At3g02280|ATR3|Arabidopsis thaliana P450 Reductase
ath,PRA,At3g02350|GAUT9|Galacturonosyltransferase
ath,HRM|CHS,At3g02410|ICME-LIKE2|Isoprenylcysteine Methylesterase-Like
ath,NLS|GRS|LEF|TCM,At3g02470|SAMDC|S-Adenosylmethionine Decarboxylase
ath,GRS,At3g02580|DWF7|BUL|STE1|Dwarf
ath,EMG,At3g02660|EMB2768|Embryo Defective
ath,CHS,At3g02680|NBS1|Nijmegen Breakage Syndrome
ath,PRA,At3g02850|SKOR|Defect in SKOR K+ Channel
ath,PRA,At3g02870|VTC4|Vitamin C
ath,HRM,At3g02875|ILR1|IAA-Leucine Resistant
ath,GRS|FLT,At3g02885|GASA5|GAST1 Protein Homolog
ath,RTH,At3g03050|KJK|CSLD3|Kojak
ath,GER|FLT,At3g03090|AtVGT1|Vacuolar Glucose Transporter
ath,CHS,At3g03450|RGL2|RGA-Like
ath,WAT|HRM|CHS,At3g03530|NPC4|Non-Specific Phospholipase
ath,PIG|GRS,At3g03630|CS26|Cysteine Synthase
ath,PIG,At3g03710|PDE326|RIF10|Pigment Defective Embryo
ath,CHS,At3g04240|SEC|Secret Agent
ath,PIG,At3g04260|PDE324|PTAC3|Pigment Defective Embryo
ath,EMB,At3g04340|EMB2458|Embryo Defective
ath,EMB,At3g04400|EMB2171|Embryo Defective
ath,EMB|SRL|GER|ROT|IST|HRM,At3g04460|PEX12|APM4|Peroxisomal Protein
ath,SRL|PIG,At3g04520|THA2|Threonine Aldolase
ath,LEF|HRM,At3g04580|EIN4|Ethylene Insensitive
ath,EMG,At3g04680|CLPS3|CLP1-Similar Protein
ath,NLS|PIG|GRS|ROT|LEF|IST|ARC|FSM|SRF|TCM,At3g04740|SWP|MED14|Struwwelpeter
ath,EMB,At3g04790|EMB3119|Embryo Defective
ath,SRL|PIG,At3g04870|PDE181|SPC1|ZDS|Pigment Defective Embryo
ath,EMG,At3g05000|TGD8|Pollen Tube Growth Defective
ath,NLS|ROT|LEF|ARC|FSM|SRF|MTM|TCM|LIT|NUT,At3g05040|HST|HST1|Hasty
ath,NUT,At3g05200|ATL6|Arabidopsis Toxicos En Levadura
ath,GAM|MGD|GRS|ROT|SRF,At3g05530|RPT5a|Regulatory Particle
ath,ROT|HRM,At3g05630|PLDP2|PDLZ2|Phospholipase D {zeta}
ath,EMB,At3g05680|EMB2016|Embryo Defective
ath,GEM,At3g05770|PGD8|Pollen Germination Defective
ath,PIG|GRS|SRF|STT,At3g06120|MUTE|Mute
ath,EMB,At3g06350|EMB3004|MEE32|Embryo Defective
ath,CHS,At3g06370|NAX4|Na+/H+ Exchanger
ath,GAM,At3g06400|CHR11|Chromatin Remodeling Factor
ath,EMB,At3g06430|EMB2750|Embryo Defective
ath,SRF|SEN,At3g06490|MYB108|BOS1|MYB Domain Protein
ath,TMP,At3g06510|SFR2|Sensitive to freezing
ath,MGD,At3g06560|PAPS3|Poly(A) Polymerase
ath,SRL|PIG,At3g06730|TRXP|TRXZ|Thioredoxin Putative Plastidic
ath,HRM,At3g06810|IBR3|IBA-Response
ath,SRL,At3g06860|MFP2|Multifunctional Protein
ath,GRS|IST,At3g06910|ELS1|ULP1A|ESD4-Like SUMO Protease
ath,SRL|PIG,At3g06960|PDE320|Pigment Defective Embryo
ath,SSC,At3g07020|UGT80A2|UDP-Glucose:Sterol Glucosyltransferase
ath,PTH,At3g07040|RPM1|RPS3|Resistance to P. syringae pv. maculicola
ath,EMB,At3g07060|EMB1974|Embryo Defective
ath,NHM|CUL,At3g07100|Sec24A|G92|ERMO2
ath,OVP,At3g07130|PAP15|Purple Acid Phosphatase
ath,MGD|GRS,At3g07160|AtGSL10|Glucan Synthase-Like
ath,EMB,At3g07430|EMB1990|Embryo Defective
ath,GRS|SRF|FLT|SEN|NUT,At3g07525|ATG10|Autophagy
ath,ROT|IST|HRM,At3g07560|PEX13|APM2|Peroxin
ath,LEF|FSM|SRF,At3g07610|IBM1|Increase in Bonsai Methylation
ath,LEF|FLT,At3g07650|COL9|Constans-Like
ath,OVP,At3g07970|QRT2|Quartet
ath,SRL|PIG,At3g08010|AtAB2|Arabidopsis TAB2
ath,PRA,At3g08040|FRD3|MAN1|Ferric Reductase Defective
ath,GRS,At3g08550|KOB1|ABI8|ELD1|Kobito
ath,SRL,At3g08710|TRXH9|TH9|Thioredoxin
ath,SRF,At3g08720|S6K2|PK2|PK19|P70 Ribosomal S6 Kinase
ath,EMB,At3g08850|RAPTOR1|RAPTOR1b|Raptor
ath,EMB,At3g08950|HCC1|Homolog of the Copper Chaperone SCO1
ath,MGD|TMP,At3g08970|AtERdj3A|TMS1
ath,OVP,At3g09090|DEX1|Defective in Exine Patterning
ath,NLS,At3g09150|HY2|GUN3|Elongated Hypocotyl
ath,PTH,At3g09260|PYK10|PSR3.1|BGLU23
ath,GEM,At3g09840|CDC48|CDC48A|Cell Division Cycle
ath,EMB,At3g10220|EMB2804|Embryo Defective
ath,SRL|GER,At3g10370|SDP6|Sugar Dependent
ath,GAM|MGD,At3g10380|SEC8|Subunit of Exocyst Complex
ath,EMB|LEF|IST|MSL,At3g10400|U11/U12-31K
ath,SRL|PIG,At3g10420|SPD1|Seedling Plastid Development
ath,TCM|CUL,At3g10570|CYP77A6|Cytochrome P450
ath,EMB,At3g10670|AtNAP7|Non-Intrinsic ABC Protein
ath,EMB,At3g10690|AtGYRA|DNA Gyrase
ath,TMP,At3g10800|BZIP28
ath,NLS|HRM,At3g10870|MES17|Methyl Esterases
ath,CHS,At3g10960|AZG1|AZA-Guanine Resistant
ath,CHS,At3g11050|AtFER2|Ferritin
ath,CPR,At3g11170|FAD7|FADD|Fatty Acid Desaturase
ath,GER|NLS|ROT|LEF|IST|ARC,At3g11220|ELO1|ELP4|Elongata
ath,HRM,At3g11410|PP2CA|AHG3|Protein Phosphatase
ath,CPR,At3g11430|GPAT5|Glycerol-3-Phosphate Acyltransferase
ath,PRA|PTH,At3g11480|BSMT1
ath,NLS|PIG|IST|FSM|SRF|FLT|CHS,At3g11540|SPY|Spindly
ath,PIG,At3g11670|DGD1|Digalactosyl Diacylglycerol Deficient
ath,PTH,At3g11820|SYP121|SYR1|PEN1|Syntaxin of Plants
ath,GEM,At3g11940|AML1|RPS5A|Arabidopsis Minute-Like
ath,SRF,At3g11980|MS2|FAR2|Male Sterile
ath,EMB,At3g12080|EMB2738|ENGA|Embryo Defective
ath,TMP,At3g12120|FAD2|Fatty Acid Desaturase
ath,MGD,At3g12160|RABA4D|Rab GTPase Homolog
ath,GAM,At3g12280|Rb|RBR|Retinoblastoma
ath,CHS,At3g12360|ITN1|Increased Tolerance to NaCl
ath,GRS|CHS,At3g12380|ARP5|Actin Related Protein
ath,STT|CUL,At3g12400|ELC|ELCH
ath,GER|NLS,At3g12490|CYS6|CYSB|Phytocystatin
ath,EMB,At3g12670|EMB2742|Embryo Defective
ath,FLT,At3g12810|PIE1|Photoperiod-Independent Early Flowering
ath,LEF,At3g13065|SRF4|Strubbelig-Receptor Family
ath,SRF,At3g13170|AtSPO11-1
ath,EMB,At3g13200|EMB2769|CWC15|Embryo Defective
ath,SRF|SSC,At3g13220|ABCG26|WBC27|ATP-Binding Cassette
ath,GRS|LEF|TMP,At3g13300|VCS|Varicose
ath,EMG,At3g13490|OVA5|Ovule Abortion
ath,SSC,At3g13540|MYB5|MYB Domain Protein
ath,SRL|PIG|ROT|LEF|MSL|SRF|STT|LIT,At3g13550|COP10|FUS9|CIN4|EMB144|Constitutive Photomorphogenesis
ath,RTH,At3g13870|RHD3|Root Hair Defective
ath,SRF,At3g13890|AtMYB26|MS35|MYB Domain Protein
ath,SRL|LIT,At3g14110|FLU|Fluorescent in Blue Light
ath,PRA,At3g14210|ESM1|Epithiospecifier Modifier
ath,NHM,At3g14230|AtRAP2.2
ath,LEF,At3g14270|FAB1B
ath,MPH,At3g14370|WAG2
ath,NUT|MCH,"At3g14440|NCED3|STO1, SIS7|Nine-Cis-Epoxycarotenoid Dioxygenase"
ath,EMB,At3g14900|EMB3120|Embryo Defective
ath,GRS|MPH,At3g15150|AtMMS21|HPY2|Methyl Methane Sulfonate Sensitivity
ath,NLS,At3g15170|CUC1|ANAC054|AtNAC1|Cup-Shaped Cotyledon
ath,NLS|LEF|STT,At3g15390|SDE5|Silencing Defective
ath,PTH,At3g15500|ANAC055|NAC3|Arabidopsis NAC Domain Containing Protein
ath,LIT,At3g15620|UVR3|UV Repair Defective
ath,HRM,At3g15730|PLDA1|Phospholipase
ath,PRA,At3g15820|ROD1|PDCT|Reduced Oleate Desaturation
ath,CPR,At3g15850|FAD5|FADB|Fatty Acid Desaturase
ath,CUL,At3g15950|NAI2
ath,LEF|FLT,At3g15990|SULTR3;4|Sulfate Transporter
ath,EMB,At3g16290|EMB2083|Embryo Defective
ath,STT,At3g16630|KINESIN-13A
ath,GEM,At3g16640|TCTP|Translationally Controller Tumor Protein
ath,NUT,At3g16720|ATL2|Arabidopsis Toxicos En Levadura
ath,ROT,At3g16857|ARR1|Arabidopsis Response Regulator
ath,GER|LEF|HRM,At3g16890|PPR40|Pentatricopeptide (PPR) Domain Protein
ath,CHS,At3g16910|ACN1|AAE7|Ac Non-Utilizing
ath,MCH,At3g16950|ptLPD1|LPD1|Lipoamide Dehydrogenase
ath,NUT,At3g17170|RFC3|Regulator of Fatty-Acid Composition
ath,EMB,At3g17300|EMB2786|Embryo Defective
ath,PRA,At3g17390|MTO3|SAMS3|Methionine Over-Accumulation
ath,PIG|FLT|LIT,At3g17609|HYH|HY5-Homolog
ath,SRL|PIG,At3g17650|PDE321|YSL5|Pigment Defective Embryo
ath,EMB,At3g17910|EMB3121|Embryo Defective
ath,EMB,At3g18110|EMB1270|Embryo Defective
ath,SRF|FLT,"At3g18165|MOS4|Modifier of snc1, 4"
ath,EMB,At3g18290|EMB2454|BTS|Embryo Defective
ath,EMB,At3g18390|EMB1865|CRS1|Embryo Defective
ath,PRA|CPR,At3g18440|AtALMT9|Aluminum-Activated Malate Transporter
ath,CHS,At3g18630|UNG|Uracil DNA Glycosylase
ath,CPR,At3g18660|GUX1|PGSIP1|Glucuronic Acid Substitution of Xylan
ath,SRL|PIG|GRS,At3g18680|DPT1|Defect in PsaA/B Transcript Accumulation
ath,PTH,At3g18690|MKS1|MAP Kinase Substrate
ath,ROT|IST|ARC,At3g18730|TSK|BRU1|MGO3|Tonsoku
ath,RTH,At3g18780|ACT2|DER1|ENL2|LSR2|Actin
ath,MTM,At3g18990|VRN1|REM39|Reduced Vernalization Response
ath,PIG,"At3g19040|HAF2|TAF1, TAF1b|Histone Acetyltransferase of the TAFII250 Family"
ath,MSL,At3g19170|PreP1|Presequence Protease
ath,CUL,At3g19180|CDP1|PARC6|Chloroplast Division Site Positioning
ath,MPH|CHS,At3g19210|AtRAD54|CHR25|Homolog of RAD54
ath,SRL|PIG,At3g19220|CYO1|SCO2|Shi-Yo-U Means Cotyledon in Japanese
ath,NHM|NLS|GRS,At3g19570|SCO3|QWRF1|Snowy Cotyledon
ath,HRM,At3g19580|AZF2|Arabidopsis Zinc Finger Protein
ath,MGD,At3g19590|Bub3.1
ath,EMB,At3g19700|IKU2|Haiku
ath,PRA,At3g19710|BCAT4|Branched-Chain Aminotransferase
